Category,Recognizer,NE,Type,File
Sculptors,stanza,Tucson,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Arizona,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Temple,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Texas,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Avondale,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Arizona,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Chandler,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Arizona,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Surprise,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Arizona,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Harrisburg,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Pennsylvania,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Visual Artist of the Year,WORK_OF_ART,KevinCaron_Sculptors_en.txt
Sculptors,stanza,2018,DATE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Phoenix Mayor 's Arts Awards,WORK_OF_ART,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Hands On,WORK_OF_ART,KevinCaron_Sculptors_en.txt
Sculptors,stanza,17th,ORDINAL,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Best of the West Arts & Culture Award,WORK_OF_ART,KevinCaron_Sculptors_en.txt
Sculptors,stanza,2009,DATE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Caron,ORG,KevinCaron_Sculptors_en.txt
Sculptors,stanza,8 - foot - tall,QUANTITY,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Cerberus 3D Gigante 3D,PRODUCT,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Debutante,WORK_OF_ART,KevinCaron_Sculptors_en.txt
Sculptors,stanza,6 - foot - tall,QUANTITY,KevinCaron_Sculptors_en.txt
Sculptors,stanza,5 - 1/2 - foot - tall,QUANTITY,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Epic Swoon,PRODUCT,KevinCaron_Sculptors_en.txt
Sculptors,stanza,PricewaterhouseCoopers,ORG,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Columbus,GPE,KevinCaron_Sculptors_en.txt
Sculptors,stanza,Ohio,GPE,KevinCaron_Sculptors_en.txt
Sculptors,spacy,Anthony Hanna Berlant,PERSON,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,1941,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,American,NORP,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,New York City,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,the University of California,ORG,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,Los Angeles,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,BA,ORG,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,1961,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,MA,PERSON,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,1962,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,MFA,ORG,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,1963,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,Southwestern Native American,NORP,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,Navajo,PERSON,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,Santa Monica,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,California,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,Anthony Hanna Berlant,PERSON,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,1941,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,American,NORP,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,New York City,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,the University of California,ORG,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,Los Angeles,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,BA,WORK_OF_ART,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,1961,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,MA,WORK_OF_ART,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,1962,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,MFA,WORK_OF_ART,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,1963,DATE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,Southwestern Native American,NORP,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,Mimbres,NORP,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,Navajo,NORP,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,Santa Monica,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,stanza,California,GPE,TonyBerlant_Sculptors_en.txt
Sculptors,spacy,Antoine-Félix Bouré,ORG,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,spacy,8 July 1831,DATE,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,spacy,8 April 1883,DATE,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,spacy,Félix Bouré,ORG,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,spacy,Antoine Bouré,PERSON,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,spacy,Belgian,NORP,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,stanza,Antoine - Félix Bouré,PERSON,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,stanza,8 July 1831,DATE,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,stanza,8 April 1883,DATE,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,stanza,Félix Bouré,PERSON,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,stanza,Antoine Bouré,PERSON,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,stanza,Belgian,NORP,Antoine-FélixBouré_Sculptors_en.txt
Sculptors,spacy,Nir Alon,ORG,NirAlon_Sculptors_en.txt
Sculptors,spacy,Israeli,NORP,NirAlon_Sculptors_en.txt
Sculptors,spacy,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Alon,ORG,NirAlon_Sculptors_en.txt
Sculptors,spacy,1988,DATE,NirAlon_Sculptors_en.txt
Sculptors,spacy,1992,DATE,NirAlon_Sculptors_en.txt
Sculptors,spacy,the Bezalel Academy of Art and Design,ORG,NirAlon_Sculptors_en.txt
Sculptors,spacy,Jerusalem,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,1996,DATE,NirAlon_Sculptors_en.txt
Sculptors,spacy,the Israeli Ministry,ORG,NirAlon_Sculptors_en.txt
Sculptors,spacy,1998,DATE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,2001,DATE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Harburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Jerusalem,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Tel Aviv,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Schwerin,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Bonn,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Mannheim,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Frankfurt,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Germany,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Israel,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,Italy,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,United States,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Nir Alon,PERSON,NirAlon_Sculptors_en.txt
Sculptors,stanza,Israeli,NORP,NirAlon_Sculptors_en.txt
Sculptors,stanza,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Alon,PERSON,NirAlon_Sculptors_en.txt
Sculptors,stanza,1988,DATE,NirAlon_Sculptors_en.txt
Sculptors,stanza,1992,DATE,NirAlon_Sculptors_en.txt
Sculptors,stanza,the Bezalel Academy of Art and Design,ORG,NirAlon_Sculptors_en.txt
Sculptors,stanza,Jerusalem,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,1996,DATE,NirAlon_Sculptors_en.txt
Sculptors,stanza,the Israeli Ministry for education and Culture,ORG,NirAlon_Sculptors_en.txt
Sculptors,stanza,1998,DATE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,2001,DATE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Harburg,PERSON,NirAlon_Sculptors_en.txt
Sculptors,stanza,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Jerusalem,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Tel Aviv,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Schwerin,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Bonn,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Mannheim,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Frankfurt,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Hamburg,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Germany,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Israel,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,Italy,GPE,NirAlon_Sculptors_en.txt
Sculptors,stanza,United States,GPE,NirAlon_Sculptors_en.txt
Sculptors,spacy,John Bacon,PERSON,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,spacy,1777–1859,CARDINAL,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,spacy,John Bacon,PERSON,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,spacy,Younger,NORP,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,spacy,English,NORP,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,stanza,John Bacon,PERSON,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,stanza,1777–1859,DATE,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,stanza,John Bacon the Younger,PERSON,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,stanza,Junior,PERSON,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,stanza,English,LANGUAGE,"JohnBacon(sculptor,born1777)_Sculptors_en.txt"
Sculptors,spacy,Vladimir Aleksandrovich Beklemishev,PERSON,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Russian,NORP,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Александрович Беклемишев,PERSON,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,15 August,DATE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,O.S.,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,August] 1861,DATE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Ekaterinoslav,NORP,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Russian Empire,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Dnipro,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Ukraine,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,December 1919,DATE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Novorzhev,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Russia,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Russian,NORP,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,the Imperial Academy of Arts,ORG,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Vladimir Aleksandrovich Beklemishev,PERSON,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Russian,NORP,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,15 August,DATE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,3 August ] 1861,DATE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Ekaterinoslav,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Russian Empire,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Dnipro,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Ukraine,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,21 December 1919,DATE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Novorzhev,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Russia,GPE,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,Russian,NORP,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,stanza,the Imperial Academy of Arts,ORG,VladimirAleksandrovichBeklemishev_Sculptors_en.txt
Sculptors,spacy,Rachel Ara,PERSON,RachelAra_Sculptors_en.txt
Sculptors,spacy,1965,DATE,RachelAra_Sculptors_en.txt
Sculptors,spacy,Jersey,GPE,RachelAra_Sculptors_en.txt
Sculptors,spacy,London,GPE,RachelAra_Sculptors_en.txt
Sculptors,spacy,British,NORP,RachelAra_Sculptors_en.txt
Sculptors,stanza,Rachel Ara,PERSON,RachelAra_Sculptors_en.txt
Sculptors,stanza,1965,DATE,RachelAra_Sculptors_en.txt
Sculptors,stanza,Jersey,GPE,RachelAra_Sculptors_en.txt
Sculptors,stanza,London,GPE,RachelAra_Sculptors_en.txt
Sculptors,stanza,British,NORP,RachelAra_Sculptors_en.txt
Sculptors,spacy,Miguel Ortiz Berrocal,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Villanueva de Algaidas,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Málaga,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,28 September 1933,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Antequera,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Málaga,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,31 May 2006,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Spanish,NORP,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Berrocal,ORG,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,1967 to,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,2004,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Berrocal,ORG,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Verona,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Italy,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Negrar,FAC,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Europe,LOC,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,North and South America,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Japan,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,2004,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Spain,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,2006,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,The Fundación Escultor Berrocal (Berrocal Sculpture Foundation,ORG,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Villanueva de Algaigas,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Spain,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Miguel Ortiz Berrocal,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Villanueva de Algaidas,ORG,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Málaga,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,28 September 1933,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Antequera,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Málaga,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,31 May 2006,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Spanish,NORP,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Berrocal,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,1967 to 2004,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Berrocal,PERSON,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Verona,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Italy,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Negrar,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Europe,LOC,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,North,LOC,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,South America,LOC,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Japan,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,2004,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Spain,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,2006,DATE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Fundación Escultor Berrocal,ORG,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Berrocal Sculpture Foundation,ORG,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Villanueva de Algaigas,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,stanza,Spain,GPE,MiguelBerrocal_Sculptors_en.txt
Sculptors,spacy,Art Brenner,PERSON,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,1924–2013,CARDINAL,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,American,NORP,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,New York City,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Paris,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,1964,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,2012,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Paris,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,London,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Avignon,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Barcelona,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Brussels,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Brest,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Amsterdam,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Heidelberg,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Montreal,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Adelaide,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Australia,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,France,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Spain,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,the United States,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Rose Art Museum,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Brandeis University,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Waltham,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Massachusetts,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Wadsworth Atheneum,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Hartford,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Conn.,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,"Anchorage Museum of History and Art, Anchorage",ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Alaska,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,CNN,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,An American Sculptor,WORK_OF_ART,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Paris,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,1995,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,French,NORP,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,French,NORP,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,the American Academy of Arts and Letters,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Art Brenner,PERSON,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,1924–2013,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,American,NORP,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,New York City,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Paris,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,1964,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,2012,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Paris,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,London,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Avignon,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Barcelona,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Brussels,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Brest,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Amsterdam,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Heidelberg,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Montreal,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,"Adelaide , Australia",GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,France,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Spain,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,the United States,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Rose Art Museum,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Brandeis University,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Waltham,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Massachusetts,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Wadsworth Atheneum,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Hartford,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Conn.,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Anchorage Museum of History and Art,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Anchorage,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Alaska,GPE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,CNN,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,""" An American Sculptor in Paris """,WORK_OF_ART,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,1995,DATE,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,French,NORP,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,Chevalier de l'Ordre des Arts et des Lettres,WORK_OF_ART,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,French,NORP,ArtBrenner_Sculptors_en.txt
Sculptors,stanza,the American Academy of Arts and Letters,ORG,ArtBrenner_Sculptors_en.txt
Sculptors,spacy,Joost Baljeu,PERSON,JoostBaljeu_Sculptors_en.txt
Sculptors,spacy,1 November 1925,DATE,JoostBaljeu_Sculptors_en.txt
Sculptors,spacy,1 July 1991,DATE,JoostBaljeu_Sculptors_en.txt
Sculptors,spacy,Dutch,NORP,JoostBaljeu_Sculptors_en.txt
Sculptors,stanza,Joost Baljeu,PERSON,JoostBaljeu_Sculptors_en.txt
Sculptors,stanza,1 November 1925,DATE,JoostBaljeu_Sculptors_en.txt
Sculptors,stanza,1 July 1991,DATE,JoostBaljeu_Sculptors_en.txt
Sculptors,stanza,Dutch,NORP,JoostBaljeu_Sculptors_en.txt
Sculptors,spacy,Eva Ellenor Benson,ORG,EvaBenson_Sculptors_en.txt
Sculptors,spacy,23 March 1875,DATE,EvaBenson_Sculptors_en.txt
Sculptors,spacy,16 March 1949,DATE,EvaBenson_Sculptors_en.txt
Sculptors,spacy,Australian,NORP,EvaBenson_Sculptors_en.txt
Sculptors,spacy,Benson,ORG,EvaBenson_Sculptors_en.txt
Sculptors,spacy,Britain,GPE,EvaBenson_Sculptors_en.txt
Sculptors,stanza,Eva Ellenor Benson,PERSON,EvaBenson_Sculptors_en.txt
Sculptors,stanza,23 March 1875,DATE,EvaBenson_Sculptors_en.txt
Sculptors,stanza,16 March 1949,DATE,EvaBenson_Sculptors_en.txt
Sculptors,stanza,Australian,NORP,EvaBenson_Sculptors_en.txt
Sculptors,stanza,Benson,PERSON,EvaBenson_Sculptors_en.txt
Sculptors,stanza,Britain,GPE,EvaBenson_Sculptors_en.txt
Sculptors,spacy,Norah Marjorie Ansell,PERSON,NorahAnsell_Sculptors_en.txt
Sculptors,spacy,6 July 1906 –1990,DATE,NorahAnsell_Sculptors_en.txt
Sculptors,spacy,British,NORP,NorahAnsell_Sculptors_en.txt
Sculptors,stanza,Norah Marjorie Ansell,PERSON,NorahAnsell_Sculptors_en.txt
Sculptors,stanza,6 July 1906,DATE,NorahAnsell_Sculptors_en.txt
Sculptors,stanza,1990,DATE,NorahAnsell_Sculptors_en.txt
Sculptors,stanza,British,NORP,NorahAnsell_Sculptors_en.txt
Sculptors,spacy,André Beauneveu,PERSON,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,1335,DATE,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,Valenciennes,GPE,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,the County of Hainaut,GPE,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,today,DATE,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,France,GPE,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,French,NORP,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,Charles V,PERSON,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,the Valois Duke,LOC,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,Jean de Berry,PERSON,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,Pucellian,PERSON,AndréBeauneveu_Sculptors_en.txt
Sculptors,spacy,the latter 14th century,DATE,AndréBeauneveu_Sculptors_en.txt
Sculptors,stanza,André Beauneveu,PERSON,AndréBeauneveu_Sculptors_en.txt
Sculptors,stanza,1335,DATE,AndréBeauneveu_Sculptors_en.txt
Sculptors,stanza,Valenciennes,GPE,AndréBeauneveu_Sculptors_en.txt
Sculptors,stanza,Bourges,GPE,AndréBeauneveu_Sculptors_en.txt
Sculptors,stanza,Netherlandish,NORP,AndréBeauneveu_Sculptors_en.txt
Sculptors,stanza,the County of Hainaut,GPE,AndréBeauneveu_Sculptors_en.txt
