File,Matched_Entities,Matched_Entities_Count
data/part1/EricHorvitz_ComputerScientists_en.txt,"['Eric Joel Horvitz', 'American', 'Horvitz', 'microsoft', 'ma', 'horvitz']",6
data/part1/ErikDemaine_ComputerScientists_en.txt,['Erik D. Demaine'],1
data/part1/ErnstBarlach_Sculptors_en.txt,"['German', 'Ernst Heinrich Barlach']",2
data/part1/ErvinBossányi_Sculptors_en.txt,"['Ervin Bossányi', 'Hungarian']",2
data/part1/EstellaCampavias_Sculptors_en.txt,"['British', 'Estella Campavias']",2
data/part1/EugenCiuca_Sculptors_en.txt,"['Eugen Ciucă', 'Romanian', 'Ciucă']",3
data/part1/EugeneLuks_ComputerScientists_en.txt,"['Eugene Michael Luks', '1940', 'American']",3
data/part1/EugèneBrands_Sculptors_en.txt,"['CoBrA', 'Dutch', 'Eugène Brands']",3
data/part1/EvaBenson_Sculptors_en.txt,"['Australian', 'Eva Ellenor Benson', 'benson', 'australian', 'Benson']",5
data/part1/EvelinWinifredAston_Sculptors_en.txt,"['1975', 'Evelin Leigh', 'British', 'Evelin Winifred Aston']",4
data/part1/FannyLamChristie_Sculptors_en.txt,"['Fanny Lam Christie', 'Hong Kong', '1952']",3
data/part1/FeliceCasorati_Sculptors_en.txt,"['Felice Casorati', 'italian', 'Italian']",3
data/part1/FerencCsentery_Sculptors_en.txt,['Ferenc Csentery'],1
data/part1/FernCunningham_Sculptors_en.txt,"['american', 'Fern Cunningham', 'American']",3
data/part1/FernandoBotero_Sculptors_en.txt,"['Colombian', 'Botero', 'Fernando Botero Angulo', 'BOTERO', 'colombian', '2012', 'botero']",7
data/part1/FernandoJ.Corbató_ComputerScientists_en.txt,['American'],1
data/part1/FilippoBrunelleschi_Sculptors_en.txt,"['Filippo Brunelleschi', 'brunelleschi', 'Lippo Lapi', 'Filippo di Ser Brunellesco', 'Italian', 'Brunelleschi', 'BRUNELLESCHI', 'Filippo di ser Brunellesco', 'italian', 'Pippo', 'Renaissance', 'renaissance']",12
data/part1/FionaBanner_Sculptors_en.txt,"['BANNER', 'banner', 'Banner', 'Fiona Banner', 'The Vanity Press', '1966']",6
data/part1/FlorenceCallcott_Sculptors_en.txt,"['Florence Callcott', 'British', 'Florence Newman', '1866']",4
data/part1/FonsBemelmans_Sculptors_en.txt,"['Dutch', 'AB', 'Fons Bemelmans', 'Bemelmans']",4
data/part1/FrancesBagley_Sculptors_en.txt,"['american', 'Frances Bagley', 'American']",3
data/part1/FrancesE.Allen_ComputerScientists_en.txt,"['allen', 'Allen', 'American', 'Frances Elizabeth Allen']",4
data/part1/FrancescoClemente_Sculptors_en.txt,"['İtaly', 'Francesco Clemente', 'italian', 'Italian']",4
data/part1/FrancisLegattChantrey_Sculptors_en.txt,"['Chantrey', 'chantrey', 'English', 'CHANTREY', 'Francis Leggatt Chantrey']",5
data/part1/FrancoCastelluccio_Sculptors_en.txt,"['american', 'Francesco Castelluccio', 'American']",3
data/part1/FrankHarary_ComputerScientists_en.txt,"['american', 'harary', 'American', 'Frank Harary', 'Harary']",5
data/part1/FrançoisJosephBosio_Sculptors_en.txt,['Monegasque'],1
data/part1/FrançoisandMichelAnguier_Sculptors_en.txt,"['French', 'Michel Anguier', 'François']",3
data/part1/FredBrooks_ComputerScientists_en.txt,"['Frederick Phillips Brooks Jr.', 'brooks', 'Brooks', 'American']",4
data/part1/FridaBaranek_Sculptors_en.txt,"['brazil', 'Brazil', 'Brazilian', 'Frida Baranek', 'brazilian', '1961']",6
data/part1/FriedrichL.Bauer_ComputerScientists_en.txt,"['German', 'Friedrich Ludwig']",2
data/part1/FritzBultman_Sculptors_en.txt,"['Fritz Bultman', 'american', 'American']",3
data/part1/FrédéricBartholdi_Sculptors_en.txt,"['Frédéric Auguste Bartholdi', 'French']",2
data/part1/FülöpÖ.Beck_Sculptors_en.txt,"['Hungarian', 'Beck Ö. Fülöp', '1873', '1945', '500', 'Ö. Fülöp Beck']",6
data/part1/GaryWilliamFlake_ComputerScientists_en.txt,['Gary William Flake'],1
data/part1/GastónGonnet_ComputerScientists_en.txt,[],0
data/part1/GeneAmdahl_ComputerScientists_en.txt,"['american', 'American', 'Gene myron amdahl', 'IBM', 'gene Myron Amdahl', 'Amdahl', 'Gene Myron Amdahl', 'amdahl']",8
data/part1/GeneGolub_ComputerScientists_en.txt,"['Gene Howard Golub', 'american', 'American']",3
data/part1/GeoffreyHinton_ComputerScientists_en.txt,"['hinton', 'Geoffrey Everest Hinton', 'Hinton']",3
data/part1/GeorgBaselitz_Sculptors_en.txt,"['German', 'Georg Baselitz', 'Germany', 'german', 'baselitz', 'Baselitz', 'BASELITZ']",7
data/part1/GeorgeBoole_ComputerScientists_en.txt,"['Boole', 'boole', '1864', 'English', '19', '16', '1854', '200th']",8
data/part1/GeorgeEdwinBissell_Sculptors_en.txt,"['George Edwin Bissell', 'american', 'American']",3
data/part1/GeorgeGammonAdams_Sculptors_en.txt,"['George Gammon Adams', 'English']",2
data/part1/GeorgesBraque_Sculptors_en.txt,"['1912', 'braque', '1908', 'Georges Braque', 'Braque', 'BRAQUE', 'French']",7
data/part1/GerardHolzmann_ComputerScientists_en.txt,"['1951', 'Gerard J. Holzmann']",2
data/part1/GernotHeiser_ComputerScientists_en.txt,"['Gernot Heiser', '1957']",2
data/part1/GerritBlaauw_ComputerScientists_en.txt,['Dutch'],1
data/part1/GerritBolhuis_Sculptors_en.txt,"['Amsterdam', 'Dutch', 'Gerrit Bolhuis']",3
data/part1/GiacomoBenevelli_Sculptors_en.txt,"['Giacomo Benevelli', 'İtaly', 'Italian', 'italian', '1925']",5
data/part1/GianFrancescod'Agrate_Sculptors_en.txt,"['1489-', '1563', 'Italian', 'italian', ""Gian Francesco d'Agrate""]",5
data/part1/GianLorenzoBernini_Sculptors_en.txt,"['Bernini', 'uk', 'Giovanni Lorenzo', 'us', 'BERNINI', 'Italian', 'italian', 'Giovanni lorenzo', 'Gian Lorenzo', 'bernini']",10
data/part1/GijsBakker_Sculptors_en.txt,"['bakker', '2009', 'Gijs Bakker', 'Bakker', 'Dutch']",5
data/part1/GilbertBayes_Sculptors_en.txt,['Gilbert William Bayes'],1
data/part1/GillesBrassard_ComputerScientists_en.txt,"['Gilles Brassard', '1988']",2
data/part1/GillianLovegrove_ComputerScientists_en.txt,"['Gillian Lovegrove', '1942']",2
data/part1/GinetteBingguely-Lejeune_Sculptors_en.txt,['Georgette Lejeune'],1
data/part1/GiosuèArgenti_Sculptors_en.txt,"['italian', 'Giosuè Argenti', 'Italian']",3
data/part1/GiovanniAntonioAmadeo_Sculptors_en.txt,"['Giovanni Antonio Amadeo', 'italian', 'Italian']",3
data/part1/GiovanniBernardinoAzzolini_Sculptors_en.txt,"['Giovanni Bernardino Azzolini', 'Mazzolini', 'Asoleni', '1572', 'Italian', 'Azzolino', 'italian']",7
data/part1/GlenCuller_ComputerScientists_en.txt,"['american', 'Glen Jacob Culler', 'Culler', 'American']",4
data/part1/GordonBell_ComputerScientists_en.txt,"['american', 'Bell', 'American', 'bell', 'Chester Gordon Bell']",5
data/part1/GordonChandler_Sculptors_en.txt,"['american', 'American', 'Chandler', 'chandler', 'Gordon Chandler', '1953']",6
data/part1/GordonCormack_ComputerScientists_en.txt,['Cormack'],1
data/part1/GraceHopper_ComputerScientists_en.txt,"['40', 'Grace Hopper', 'American', 'a-0', 'Murray', '1959', 'A-0', 'Hopper', 'United States Navy', 'Grace Brewster Hopper', 'murray', '2024', 'hopper', 'Navy']",14
data/part1/GradyBooch_ComputerScientists_en.txt,"['Grady Booch', 'American']",2
data/part1/GranvilleCarter_Sculptors_en.txt,"['american', 'Carter', 'American']",3
data/part1/GregorKiczales_ComputerScientists_en.txt,"['Kiczales', 'Gregor Kiczales', 'American']",3
data/part1/GregoryChaitin_ComputerScientists_en.txt,"['Chaitin', 'Gregory John Chaitin', 'chaitin']",3
data/part1/GrimanesaAmorós_Sculptors_en.txt,"['1962', 'Grimanesa Amorós']",2
data/part1/GuillaumeCharlier_Sculptors_en.txt,"['belgian', 'Belgian', 'Guillaume Charlier', '1854–1925']",4
data/part1/GuillaumeCoustoutheElder_Sculptors_en.txt,['Guillaume Coustou'],1
data/part1/GuillaumeCoustoutheYounger_Sculptors_en.txt,['Guillaume Coustou the Younger'],1
data/part1/GuriBerg_Sculptors_en.txt,"['Guri', 'Guri Berg', 'Norwegian', 'Berg']",4
data/part1/GutzonBorglum_Sculptors_en.txt,"['John Gutzon De La Mothe Borglum', 'american', 'American', 'John Gutzon de la Mothe Borglum', 'Mount Rushmore']",5
data/part1/GyulaBezerédi_Sculptors_en.txt,"['Hungarian', '1858–1925', 'Gyula Bezerédi', 'Budapest']",4
data/part1/HalAbelson_ComputerScientists_en.txt,"['abelson', 'Abelson', 'Harold Abelson', 'MIT']",4
data/part1/HannekeBeaumont_Sculptors_en.txt,"['Dutch', '1947', 'Hanneke Beaumont']",3
data/part1/HansBellmer_Sculptors_en.txt,"['German', 'Hans Bellmer', 'german']",3
data/part1/HansVandeBovenkamp_Sculptors_en.txt,"['Hans Van De Bovenkamp', 'American', 'Hans van de Bovenkamp', 'Hans van De Bovenkamp', 'van De Bovenkamp', 'Hans Van de Bovenkamp', 'van de Bovenkamp', 'Van de Bovenkamp', 'Van De Bovenkamp', 'Dutch', '1938']",11
data/part1/HarryBates(sculptor)_Sculptors_en.txt,['Harry Bates'],1
data/part1/HarryBouwman_ComputerScientists_en.txt,"['Willem Adriaan Gerrit Anton', 'Dutch', '1953']",3
data/part1/HaskellCurry_ComputerScientists_en.txt,"['curry', 'American', 'Brook', 'Curry', 'haskell', 'brook', 'Haskell', 'Haskell Brooks Curry']",8
data/part1/HazelArmour_Sculptors_en.txt,"['Scottish', '1985', 'Hazel Ruthven Armour']",3
data/part1/HeJifeng_ComputerScientists_en.txt,"['2013', 'Jifeng', 'Chinese', '2005', 'He Jifeng']",5
data/part1/HectorGarcia-Molina_ComputerScientists_en.txt,[],0
data/part1/HeidiBucher_Sculptors_en.txt,"['Heidi Bucher', '1926–1993', 'Swiss']",3
data/part1/HeinrichCharrasky_Sculptors_en.txt,"['1710', 'Hungarian', '1656', 'Heinrich Charasky', 'Charasky', 'Heinrich Charrasky']",6
data/part1/HelenBiggar_Sculptors_en.txt,"['Scottish', 'Helen Biggar']",2
data/part1/HelenMaryCoaton_Sculptors_en.txt,"['British', 'Helen Mary Coaton']",2
data/part1/HenriBoncquet_Sculptors_en.txt,"['Henri Boncquet', 'belgian', 'Belgian']",3
data/part1/HenryCheere_Sculptors_en.txt,"['1703', 'Henry cheere', '1st Baronet', 'Henry Cheere']",4
data/part1/HenryHughArmstead_Sculptors_en.txt,"['Henry Hugh Armstead', 'English']",2
data/part1/HerbertW.Franke_ComputerScientists_en.txt,"['Austrian', 'sergius', 'Franke', 'franke', 'Sergius', 'Herbert W. Franke']",6
data/part1/HermanHollerith_ComputerScientists_en.txt,"['hollerith', 'Hollerith', 'Herman Hollerith']",3
data/part1/HermanWilhelmBissen_Sculptors_en.txt,"['Herman Wilhelm Bissen', 'Danish', 'Landsoldaten', 'Bissen', 'bissen']",5
data/part1/HezekiahAugur_Sculptors_en.txt,"['american', 'Hezekiah Augur', 'American']",3
data/part1/HilaryCartmel_Sculptors_en.txt,"['1958', 'English', 'Hilary Cartmel']",3
data/part1/HorstAntes_Sculptors_en.txt,"['Horst Antes', 'Germany', 'German', 'german']",4
data/part1/HugodeGaris_ComputerScientists_en.txt,"['1947', 'AI', 'Hugo de Garis', 'de Garis', 'australian']",5
data/part1/HumaBhabha_Sculptors_en.txt,"['Pakistani', 'BHABHA', 'Bhabha', 'pakistani', 'bhabha', '1962', 'Huma Bhabha']",7
data/part1/IanColdwater_ComputerScientists_en.txt,"['American', 'Ian Coldwater']",2
data/part1/IanGoldberg_ComputerScientists_en.txt,"['Goldberg', 'Ian Avrum Goldberg']",2
data/part1/IanGoodfellow_ComputerScientists_en.txt,"['Google Brain', 'American', 'Ian J. Goodfellow', 'Goodfellow', 'goodfellow', '1987', '2016']",7
data/part1/IgorHawryszkiewycz_ComputerScientists_en.txt,"['American', 'Igor Titus Hawryszkiewycz']",2
data/part1/IngemarCox_ComputerScientists_en.txt,"['COX', 'Cox', 'Ingemar J. Cox', '49', '78']",5
data/part1/IreneKataqAngutitok_Sculptors_en.txt,"['1914', '1971', 'Irene Kataq Angutitok', 'Inuit']",4
data/part1/IsaPaddyAqiattusuk_Sculptors_en.txt,['Isa Paddy Aqiattusuk'],1
data/part1/IsidoreBonheur_Sculptors_en.txt,"['Isidore Jules Bonheur', 'Bonheur', 'French', 'bonheur']",4
data/part1/IstvánBeöthy_Sculptors_en.txt,"['1897', 'Etienne', 'istván', 'Hungarian', 'etienne', 'Beöthy', 'István', 'beöthy']",8
data/part1/IvarJacobson_ComputerScientists_en.txt,"['Swedish', '1939', 'Ivar Hjalmar Jacobson']",3
data/part1/J.C.R.Licklider_ComputerScientists_en.txt,"['American', 'J. C. R.', 'Lick', 'lick', 'Joseph Carl Robnett Licklider']",5
data/part1/J.G.Bubb_Sculptors_en.txt,['James George Bubb'],1
data/part1/JackDongarra_ComputerScientists_en.txt,"['Dongarra', 'dongarra', 'Jack Joseph Dongarra', 'American']",4
data/part1/JackE.Bresenham_ComputerScientists_en.txt,"['Jack Elton Bresenham', 'us', 'US']",3
data/part1/JackMinker_ComputerScientists_en.txt,['Jack Minker'],1
data/part1/JacobBurck_Sculptors_en.txt,"['Jacob Burck', 'burck', 'Burck', 'Polish']",4
data/part1/JacopoColonna(sculptor)_Sculptors_en.txt,"['1540', 'Venice', 'Italian', 'Jacopo Colonna', 'italian', 'Giacomo Fantoni']",6
data/part1/JacquesCohen(computerscientist)_ComputerScientists_en.txt,"['French', 'Jacques Cohen', 'cohen', 'Cohen']",4
data/part1/JamesButler(artist)_Sculptors_en.txt,"['James Walter Butler', 'Butler', 'British', 'butler']",4
data/part1/JamesCooley_ComputerScientists_en.txt,"['J. W. Cooley', 'American', 'James William Cooley', '1926', 'cooley', 'Cooley']",6
data/part1/JamesD.Foley_ComputerScientists_en.txt,"['Foley', 'American', 'James David Foley']",3
data/part1/JamesGosling_ComputerScientists_en.txt,"['Canadian', 'Gosling', 'Java', 'James Gosling', 'james gosling', 'gosling']",6
data/part1/JamesHendler_ComputerScientists_en.txt,"['United States', 'James Alexander Hendler', 'Rensselaer Polytechnic Institute']",3
data/part1/JamesMartin(author)_ComputerScientists_en.txt,['James Martin'],1
data/part1/JanDietz_ComputerScientists_en.txt,['Jean Leonardus Gerardus'],1
data/part1/JaneAckroyd_Sculptors_en.txt,"['Jane Ackroyd', '1957']",2
data/part1/JanetL.Kolodner_ComputerScientists_en.txt,"['american', 'American', 'Janet Lynne Kolodner']",3
data/part1/JanineAntoni_Sculptors_en.txt,"['Antoni', 'American', 'antoni', 'ANTONI', 'Janine Antoni', 'ny']",6
data/part1/JanvanBorssumBuisman_Sculptors_en.txt,"['Jan Hendrik van Borssum Buisman', 'Netherlands', '1919']",3
data/part1/JayBattle_Sculptors_en.txt,"['battle', 'Battle', '1966', 'Jay Battle']",4
data/part1/Jean-BaptisteCarpeaux_Sculptors_en.txt,['French'],1
data/part1/JeanArp_Sculptors_en.txt,"['Hans Peter Wilhelm Arp', 'Jean Arp', 'Jean arp']",3
data/part1/JeanBaptisteJosephDeBaypère_Sculptors_en.txt,"['france', 'De Bay père', '1863', 'Jozef de Bay']",4
data/part1/JeanBartik_ComputerScientists_en.txt,"['Betty Jean Jennings', 'Bartik', 'American', '2011', 'Jean Bartik', 'ENIAC', 'bartik']",7
data/part1/JeanIchbiah_ComputerScientists_en.txt,"['French', 'Jean David Ichbiah']",2
data/part1/JeffBezos_ComputerScientists_en.txt,"['Amazon', 'Jeffrey Preston Bezos', 'amazon', 'American', '1986', 'Bezos', 'Seattle', 'bezos', '2021', '2017']",10
data/part1/JeffBonwick_ComputerScientists_en.txt,"['Bonwick', 'Jeff Bonwick']",2
data/part1/JeffDean_ComputerScientists_en.txt,"['Jeffrey Adgate', 'American']",2
data/part1/JenőBory_Sculptors_en.txt,"['Jenő Bory', 'Hungarian']",2
data/part1/JeremyGibbons_ComputerScientists_en.txt,['Jeremy Gibbons'],1
data/part1/JiaweiHan_ComputerScientists_en.txt,[],0
data/part1/JimGray(computerscientist)_ComputerScientists_en.txt,"['1944', 'James Nicholas Gray', '2012', 'American']",4
data/part1/JimmyBoyle(artist)_Sculptors_en.txt,['James Boyle'],1
data/part1/JochenLiedtke_ComputerScientists_en.txt,"['German', 'Jochen Liedtke']",2
data/part1/JohanHåstad_ComputerScientists_en.txt,"['Johan Torkel Håstad', '2018', 'Swedish', 'Håstad']",4
data/part1/JohannesJosephusAarts_Sculptors_en.txt,"['Dutch', 'Johannes Josephus Aarts']",2
data/part1/JohnArmleder_Sculptors_en.txt,"['Armleder', 'armleder', 'ARMLEDER', 'Swiss', '1948', 'John Armleder']",6
data/part1/JohnBackus_ComputerScientists_en.txt,"['Backus', '1977', 'American', 'backus', 'Fortran', 'John Warner Backus', 'John Backus']",7
"data/part1/JohnBacon(sculptor,born1740)_Sculptors_en.txt","['John Bacon', 'bacon', 'British', 'Bacon']",4
"data/part1/JohnBacon(sculptor,born1777)_Sculptors_en.txt","['John Bacon', 'English', 'Junior']",3
data/part1/JohnBell(sculptor)_Sculptors_en.txt,"['John Bell', 'British', '1812–1895']",3
data/part1/JohnBoxtel_Sculptors_en.txt,['John Boxtel'],1
data/part1/JohnBridgeman(sculptor)_Sculptors_en.txt,['Arthur John Bridgeman'],1
data/part1/JohnBuckley(sculptor)_Sculptors_en.txt,"['buckley', 'Buckley', 'John Buckley', 'John buckley', '1945']",5
data/part1/JohnCarmack_ComputerScientists_en.txt,"['American', 'John D. Carmack II', 'John d. carmack ii', 'Carmack', 'carmack']",5
data/part1/JohnCederquist_Sculptors_en.txt,"['John Carl Cederquist', 'american', 'ba', 'American', 'BA', 'Cederquist']",6
data/part1/JohnChamberlain(sculptor)_Sculptors_en.txt,"['american', 'John Angus Chamberlain', 'American']",3
data/part1/JohnCheere_Sculptors_en.txt,['John Cheere'],1
data/part1/JohnClague(artist)_Sculptors_en.txt,"['1928–2004', 'american', 'American', 'John Clague']",4
data/part1/JohnCocke(computerscientist)_ComputerScientists_en.txt,"['John Cocke', 'American']",2
data/part1/JohnConnell(artist)_Sculptors_en.txt,"['american', 'John Connell', 'American']",3
data/part1/JohnDeAndrea_Sculptors_en.txt,"['american', 'John De Andrea', 'American', 'John de Andrea']",4
data/part1/JohnEdwardCarew_Sculptors_en.txt,"['Irish', 'John Edward Carew']",2
data/part1/JohnGeorgeKemeny_ComputerScientists_en.txt,"['John George Kemeny', 'american', 'Hungarian', 'American', 'kemeny', 'Kemeny', 'Dartmouth College', 'Kemény János György']",8
data/part1/JohnHenryHolland_ComputerScientists_en.txt,"['John Henry Holland', 'American']",2
data/part1/JohnHopcroft_ComputerScientists_en.txt,"['John Edward Hopcroft', 'American']",2
data/part1/JohnHughes(computerscientist)_ComputerScientists_en.txt,"['R. John M. Hughes', 'R. John M. HUGHES']",2
data/part1/JohnKoza_ComputerScientists_en.txt,"['John R. Koza', '1944', 'Koza', 'John Koza', 'koza']",5
data/part1/JohnKrogstie_ComputerScientists_en.txt,"['Norwegian', 'John Krogstie']",2
data/part1/JohnL.Hennessy_ComputerScientists_en.txt,"['American', 'John LeRoy Hennessy', 'Hennessy', 'John Leroy Hennessy', 'hennessy']",5
data/part1/JohnLions_ComputerScientists_en.txt,"['John Lions', 'australian', 'Australian']",3
data/part1/JohnMashey_ComputerScientists_en.txt,"['American', 'John R. Mashey', '1946']",3
data/part1/JohnMauchly_ComputerScientists_en.txt,"['american', 'John William Mauchly', 'American', 'Mauchly', 'mauchly', 'ENIAC']",6
data/part1/JohnMcCarthy(computerscientist)_ComputerScientists_en.txt,"['LISP', 'American', 'John McCarthy', 'Mccarthy', 'mccarthy', 'McCarthy']",6
data/part1/JohnNelsonBattenberg_Sculptors_en.txt,"['american', 'Battenberg', 'John', 'American', 'John Nelson Battenberg', 'John Battenberg', '1931']",7
data/part1/JohnPresperEckert_ComputerScientists_en.txt,"['Eckert', 'ENIAC', 'eckert', 'American']",4
data/part1/JohnS.Conway(artist)_Sculptors_en.txt,"['Severinus', 'severinus', 'Conway', 'conway', 'John S. Conway', 'Robert']",6
data/part1/JohnVincentAtanasoff_ComputerScientists_en.txt,"['Atanasoff', 'American', 'ATANASOFF', 'atanasoff', 'John Vincent Atanasoff']",5
data/part1/JohnWormaldAppleyard_Sculptors_en.txt,['John Wormald Appleyard'],1
data/part1/JonCoffelt_Sculptors_en.txt,"['Johnny Lee Coffelt', 'american', 'American']",3
data/part1/JonCrowcroft_ComputerScientists_en.txt,['Jonathan Andrew Crowcroft'],1
data/part1/JonMichaelDunn_ComputerScientists_en.txt,"['Informatics and Computer Science', 'J. Michael Dunn']",2
data/part1/JonathanBowen_ComputerScientists_en.txt,"['Bowen', 'British', '1956', 'Jonathan P. Bowen', 'bowen']",5
data/part1/JonathanJames_ComputerScientists_en.txt,"['Jonathan Joseph James', 'American']",2
data/part1/JoostBaljeu_Sculptors_en.txt,"['Joost Baljeu', 'Dutch']",2
data/part1/JosephBeuys_Sculptors_en.txt,"['German', 'BEUYS', 'Beuys', 'Joseph Heinrich Beuys', 'german', 'beuys']",6
data/part1/JosephBonomitheYounger_Sculptors_en.txt,"['Joseph Bonomi the younger', 'English', 'Joseph Bonomi the Younger']",3
data/part1/JosephChaikov_Sculptors_en.txt,"['Joseph Moisevich Chaikov', 'Russian', 'Tchaikov', '1979', '1888']",5
data/part1/JosephChinard_Sculptors_en.txt,"['lyon', 'Joseph Chinard']",2
data/part1/JosephCsaky_Sculptors_en.txt,"['1928', 'Hungarian', 'csaky', '1914', 'Csáky József', 'József Csáky', 'Joseph Csaky', 'Csaky', 'French']",9
data/part1/JosephEdgarBoehm_Sculptors_en.txt,"['British', 'Boehm', '1st Baronet', 'Joseph Edgar Boehm', 'boehm', '1890', '123']",7
data/part1/JosephGoguen_ComputerScientists_en.txt,"['Goguen', 'Joseph Amadee Goguen', 'American']",3
data/part1/JosephHalpern_ComputerScientists_en.txt,['Joseph Yehuda Halpern'],1
data/part1/JosephHermonCawthra_Sculptors_en.txt,"['Joseph Hermon Cawthra', '1886–1971']",2
data/part1/JosephKruskal_ComputerScientists_en.txt,"['american', 'Joseph Bernard Kruskal', 'Jr.', 'American']",4
data/part1/JoshuaLederberg_ComputerScientists_en.txt,"['United States', 'lederberg', 'American', 'LEDERBERG', 'Joshua Lederberg', '1958', 'Lederberg']",7
data/part1/JosédeCreeft_Sculptors_en.txt,"['Spanish', 'José Mariano de Creeft', 'American']",3
data/part1/JoséÁlvarezCubero_Sculptors_en.txt,"['José Álvarez Cubero', 'Spanish']",2
data/part1/JoyceBidder_Sculptors_en.txt,['Muriel Joyce Bidder'],1
data/part1/JuanBordes_Sculptors_en.txt,"['Juan Bordes', 'Juan Bordes Caballero', 'Spanish']",3
data/part1/JuanE.Gilbert_ComputerScientists_en.txt,"['Gilbert', 'American', 'Juan E. Gilbert']",3
data/part1/JuanFernandoCobo_Sculptors_en.txt,"['Juan Fernando Cobo Agudelo', 'colombian', 'Colombian']",3
data/part1/JudithBrown(sculptor)_Sculptors_en.txt,"['Judith Brown', 'american', 'American']",3
data/part1/JudyBoyt_Sculptors_en.txt,"['English', '1954']",2
data/part1/JudyChicago_Sculptors_en.txt,"['american', 'Judy Chicago', 'American', 'Judith Sylvia Cohen', 'CHICAGO', 'chicago', 'Chicago']",7
data/part1/JudyGoldsmith(computerscientist)_ComputerScientists_en.txt,[],0
data/part1/JuliaHirschberg_ComputerScientists_en.txt,"['Hirschberg', 'Julia Hirschberg', 'American']",3
data/part1/JulioAbril_Sculptors_en.txt,"['colombian', 'Colombian', 'Julio Vicente Agapito Abril Mayorga']",3
data/part1/JurisHartmanis_ComputerScientists_en.txt,"['Latvian', 'Juris Hartmanis']",2
data/part1/JérômeBtesh_Sculptors_en.txt,"['france', '1968', 'Jerome Btesh']",3
data/part1/JózsefÁcs(sculptor)_Sculptors_en.txt,"['József Ács', 'Hungarian']",2
data/part1/JürgGutknecht_ComputerScientists_en.txt,"['Swiss', 'Jürg Gutknecht']",2
data/part1/KarelAppel_Sculptors_en.txt,"['Cobra', 'Christiaan Karel Appel', '1948', 'CoBrA', 'Dutch']",5
data/part1/KarelAubroeck_Sculptors_en.txt,['Karel Aubroeck'],1
data/part1/KarlBitter_Sculptors_en.txt,"['american', 'Karl Theodore Francis Bitter', 'American']",3
data/part1/KarlheinzBrandenburg_ComputerScientists_en.txt,"['Karlheinz Brandenburg', 'brandenburg', 'Brandenburg', 'German']",4
data/part1/KarooAshevak_Sculptors_en.txt,"['ashevak', 'Inuit', 'Karoo Ashevak', 'inuit', 'Ashevak', '1960', '1940']",7
data/part1/KateCory_Sculptors_en.txt,"['1905', 'United States', 'Kate Cory', 'American']",4
data/part1/KathleenBooth_ComputerScientists_en.txt,"['British', 'Kathleen Hylda Valerie Booth', 'Britten']",3
data/part1/KelseyHightower_ComputerScientists_en.txt,['Kelsey Hightower'],1
data/part1/KenForbus_ComputerScientists_en.txt,[],0
data/part1/KenKennedy(computerscientist)_ComputerScientists_en.txt,"['8', 'American', 'sc', 'Kennedy', '38', 'Ken Kennedy', 'kennedy']",7
data/part1/KennethE.Iverson_ComputerScientists_en.txt,"['Kenneth Eugene Iverson', 'Canadian', 'APL']",3
data/part1/KevinAshton_ComputerScientists_en.txt,"['1968', 'Kevin Ashton', 'British']",3
data/part1/KevinCaron_Sculptors_en.txt,"['Kevin Caron', 'Caron']",2
data/part1/KevinLeyton-Brown_ComputerScientists_en.txt,[],0
data/part1/KinjiAkagawa_Sculptors_en.txt,"['american', '2007', 'Kinji akagawa', 'Akagawa', 'American', 'akagawa', 'Kinji Akagawa', '1940']",8
data/part1/KitCosper_ComputerScientists_en.txt,"['Cosper', 'Red Hat']",2
data/part1/KiugakAshoona_Sculptors_en.txt,"['Canadian', '2014', 'kiawak', 'Kiawak', 'Canada', 'Kiugak Ashoona']",6
data/part1/KunihikoFukushima_ComputerScientists_en.txt,"['japan', 'Japanese', 'Kunihiko Fukushima', 'Japan']",4
data/part1/KurtBollacker_ComputerScientists_en.txt,"['Kurt Bollacker', 'bollacker', 'Bollacker', 'American']",4
data/part1/KurtGödel_ComputerScientists_en.txt,"['Gödel', 'Kurt Friedrich Gödel', 'gödel']",3
data/part1/KurtMehlhorn_ComputerScientists_en.txt,"['German', 'Kurt Mehlhorn']",2
data/part1/KárolyAntal_Sculptors_en.txt,"['Antal', 'Károly Antal', 'Hungarian']",3
data/part1/KárolyBebo_Sculptors_en.txt,"['1779', 'Hungarian', 'Bebo', 'Károly Bebo', '1712']",5
"data/part1/L.R.Ford,Jr._ComputerScientists_en.txt","['american', 'American', '9', 'Lester R. Ford', 'ford', '10', 'Ford']",7
data/part1/LajosBerán_Sculptors_en.txt,"['1943', 'Lajos Berán', 'Hungarian', '1882']",4
data/part1/Lambert-SigisbertAdam_Sculptors_en.txt,"['1700', 'French']",2
data/part1/LambertMeertens_ComputerScientists_en.txt,"['Lambert Guillaume Louis Théodore Meertens', 'Dutch', 'L.G.L.T.', 'Meertens']",4
data/part1/LanceFortnow_ComputerScientists_en.txt,['Lance Jeremy Fortnow'],1
data/part1/LarryBell(artist)_Sculptors_en.txt,"['Larry Bell', 'american', '1939', 'American']",4
data/part1/LatcholassieAkesuk_Sculptors_en.txt,['Latcholassie Akesuk'],1
data/part1/LaurenceBroderick_Sculptors_en.txt,"['2003', 'British', 'Bull', 'Birmingham', 'Laurence Broderick']",5
data/part1/LaurentBoillat_Sculptors_en.txt,['Laurent Boillat'],1
